,race_id,gp_year,gp_name,gp_round,driver_id,driver_name,rookie_or_experienced,lap_number,lap_time,lap_time_ms,median_lap_time_ms,max_lap_time_ms
71,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,12,1:32.992,92992,92130.0,96736.5
72,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,13,1:32.881,92881,92130.0,96736.5
73,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,14,1:32.940,92940,92130.0,96736.5
74,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,15,1:35.919,95919,92130.0,96736.5
75,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,17,1:31.598,91598,92130.0,96736.5
76,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,18,1:31.408,91408,92130.0,96736.5
77,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,19,1:32.109,92109,92130.0,96736.5
78,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,20,1:32.055,92055,92130.0,96736.5
79,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,21,1:31.566,91566,92130.0,96736.5
80,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,22,1:31.873,91873,92130.0,96736.5
81,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,23,1:31.874,91874,92130.0,96736.5
82,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,24,1:31.794,91794,92130.0,96736.5
83,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,25,1:31.781,91781,92130.0,96736.5
84,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,26,1:32.181,92181,92130.0,96736.5
85,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,27,1:31.925,91925,92130.0,96736.5
86,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,28,1:31.961,91961,92130.0,96736.5
87,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,29,1:32.256,92256,92130.0,96736.5
88,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,30,1:32.098,92098,92130.0,96736.5
89,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,31,1:32.160,92160,92130.0,96736.5
90,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,32,1:32.452,92452,92130.0,96736.5
91,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,33,1:32.555,92555,92130.0,96736.5
92,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,34,1:32.607,92607,92130.0,96736.5
93,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,35,1:32.872,92872,92130.0,96736.5
94,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,36,1:33.133,93133,92130.0,96736.5
95,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,37,1:32.719,92719,92130.0,96736.5
96,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,38,1:33.017,93017,92130.0,96736.5
97,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,39,1:34.249,94249,92130.0,96736.5
98,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,40,1:33.319,93319,92130.0,96736.5
99,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,41,1:33.335,93335,92130.0,96736.5
100,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,42,1:36.366,96366,92130.0,96736.5
101,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,44,1:30.711,90711,92130.0,96736.5
102,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,45,1:30.747,90747,92130.0,96736.5
103,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,46,1:30.956,90956,92130.0,96736.5
104,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,47,1:31.160,91160,92130.0,96736.5
105,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,48,1:30.977,90977,92130.0,96736.5
106,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,49,1:31.475,91475,92130.0,96736.5
107,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,50,1:31.303,91303,92130.0,96736.5
108,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,51,1:31.087,91087,92130.0,96736.5
109,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,52,1:31.166,91166,92130.0,96736.5
110,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,53,1:31.303,91303,92130.0,96736.5
111,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,54,1:31.110,91110,92130.0,96736.5
112,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,55,1:31.623,91623,92130.0,96736.5
113,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,56,1:32.166,92166,92130.0,96736.5
114,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,57,1:31.807,91807,92130.0,96736.5
115,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,58,1:32.048,92048,92130.0,96736.5
116,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,59,1:31.864,91864,92130.0,96736.5
117,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,60,1:32.151,92151,92130.0,96736.5
118,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,61,1:31.746,91746,92130.0,96736.5
119,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,62,1:31.829,91829,92130.0,96736.5
120,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,63,1:32.101,92101,92130.0,96736.5
121,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,64,1:32.004,92004,92130.0,96736.5
122,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,65,1:31.630,91630,92130.0,96736.5
123,930,2015,Spanish Grand Prix,5,822,Valtteri Bottas,experienced,66,1:31.701,91701,92130.0,96736.5
124,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,5,1:23.501,83501,81610.0,85690.5
125,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,6,1:24.387,84387,81610.0,85690.5
126,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,7,1:22.730,82730,81610.0,85690.5
127,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,8,1:22.368,82368,81610.0,85690.5
128,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,9,1:22.638,82638,81610.0,85690.5
129,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,10,1:22.202,82202,81610.0,85690.5
130,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,11,1:22.269,82269,81610.0,85690.5
131,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,12,1:21.300,81300,81610.0,85690.5
132,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,13,1:21.567,81567,81610.0,85690.5
133,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,14,1:21.419,81419,81610.0,85690.5
134,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,15,1:21.072,81072,81610.0,85690.5
135,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,16,1:21.178,81178,81610.0,85690.5
136,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,17,1:21.049,81049,81610.0,85690.5
137,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,18,1:21.317,81317,81610.0,85690.5
138,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,19,1:21.257,81257,81610.0,85690.5
139,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,20,1:21.036,81036,81610.0,85690.5
140,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,21,1:21.504,81504,81610.0,85690.5
141,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,22,1:21.188,81188,81610.0,85690.5
142,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,23,1:21.610,81610,81610.0,85690.5
143,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,24,1:21.152,81152,81610.0,85690.5
144,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,25,1:21.515,81515,81610.0,85690.5
145,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,26,1:21.921,81921,81610.0,85690.5
146,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,27,1:24.298,84298,81610.0,85690.5
147,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,28,1:21.953,81953,81610.0,85690.5
148,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,29,1:23.925,83925,81610.0,85690.5
149,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,30,1:25.009,85009,81610.0,85690.5
150,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,33,1:21.834,81834,81610.0,85690.5
151,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,34,1:23.255,83255,81610.0,85690.5
152,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,35,1:22.746,82746,81610.0,85690.5
153,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,36,1:21.859,81859,81610.0,85690.5
154,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,37,1:22.265,82265,81610.0,85690.5
155,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,38,1:21.884,81884,81610.0,85690.5
156,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,40,1:23.689,83689,81610.0,85690.5
157,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,41,1:20.926,80926,81610.0,85690.5
158,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,42,1:25.155,85155,81610.0,85690.5
159,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,43,1:22.640,82640,81610.0,85690.5
160,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,44,1:20.623,80623,81610.0,85690.5
161,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,45,1:19.848,79848,81610.0,85690.5
162,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,46,1:19.870,79870,81610.0,85690.5
163,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,47,1:19.935,79935,81610.0,85690.5
164,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,48,1:20.263,80263,81610.0,85690.5
165,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,49,1:20.682,80682,81610.0,85690.5
166,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,50,1:20.904,80904,81610.0,85690.5
167,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,51,1:20.158,80158,81610.0,85690.5
168,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,52,1:20.339,80339,81610.0,85690.5
169,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,53,1:20.735,80735,81610.0,85690.5
170,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,54,1:22.340,82340,81610.0,85690.5
171,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,55,1:21.476,81476,81610.0,85690.5
172,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,56,1:20.427,80427,81610.0,85690.5
173,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,57,1:20.338,80338,81610.0,85690.5
174,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,58,1:19.958,79958,81610.0,85690.5
175,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,59,1:20.705,80705,81610.0,85690.5
176,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,60,1:22.617,82617,81610.0,85690.5
177,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,61,1:21.400,81400,81610.0,85690.5
178,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,68,1:22.766,82766,81610.0,85690.5
179,931,2015,Monaco Grand Prix,6,13,Felipe Massa,experienced,69,1:22.491,82491,81610.0,85690.5
