race_id,gp_year,gp_name,gp_round,driver_name,constructor,is_williams,start_position,final_position,grid_delta
964,2016,Japanese Grand Prix,17,Kevin Magnussen,Renault,False,17,14,-3
967,2016,Brazilian Grand Prix,20,Kevin Magnussen,Renault,False,18,14,-4
973,2017,Spanish Grand Prix,5,Kevin Magnussen,Haas F1 Team,False,11,14,3
1015,2019,Monaco Grand Prix,6,Kevin Magnussen,Haas F1 Team,False,5,14,9
1030,2019,Abu Dhabi Grand Prix,21,Kevin Magnussen,Haas F1 Team,False,14,14,0
958,2016,Hungarian Grand Prix,11,Kevin Magnussen,Renault,False,19,15,-4
980,2017,Belgian Grand Prix,12,Kevin Magnussen,Haas F1 Team,False,12,15,3
1007,2018,Mexican Grand Prix,19,Kevin Magnussen,Haas F1 Team,False,16,15,-1
1026,2019,Japanese Grand Prix,17,Kevin Magnussen,Haas F1 Team,False,19,15,-4
1027,2019,Mexican Grand Prix,18,Kevin Magnussen,Haas F1 Team,False,17,15,-2
954,2016,Canadian Grand Prix,7,Kevin Magnussen,Renault,False,22,16,-6
959,2016,German Grand Prix,12,Kevin Magnussen,Renault,False,16,16,0
985,2017,United States Grand Prix,17,Kevin Magnussen,Haas F1 Team,False,17,16,-1
1002,2018,Italian Grand Prix,14,Kevin Magnussen,Haas F1 Team,False,11,16,5
950,2016,Chinese Grand Prix,3,Kevin Magnussen,Renault,False,17,17,0
957,2016,British Grand Prix,10,Kevin Magnussen,Renault,False,16,17,1
961,2016,Italian Grand Prix,14,Kevin Magnussen,Renault,False,21,17,-4
966,2016,Mexican Grand Prix,19,Kevin Magnussen,Renault,False,14,17,3
1017,2019,French Grand Prix,8,Kevin Magnussen,Haas F1 Team,False,15,17,2
1024,2019,Singapore Grand Prix,15,Kevin Magnussen,Haas F1 Team,False,13,17,4
1003,2018,Singapore Grand Prix,15,Kevin Magnussen,Haas F1 Team,False,16,18,2
1028,2019,United States Grand Prix,19,Kevin Magnussen,Haas F1 Team,False,12,18,6
1018,2019,Austrian Grand Prix,9,Kevin Magnussen,Haas F1 Team,False,10,19,9
990,2018,Bahrain Grand Prix,2,Kevin Magnussen,Haas F1 Team,False,6,5,-1
997,2018,Austrian Grand Prix,9,Kevin Magnussen,Haas F1 Team,False,8,5,-3
993,2018,Spanish Grand Prix,5,Kevin Magnussen,Haas F1 Team,False,7,6,-1
996,2018,French Grand Prix,8,Kevin Magnussen,Haas F1 Team,False,9,6,-3
1010,2019,Australian Grand Prix,1,Kevin Magnussen,Haas F1 Team,False,7,6,-1
951,2016,Russian Grand Prix,4,Kevin Magnussen,Renault,False,17,7,-10
976,2017,Azerbaijan Grand Prix,8,Kevin Magnussen,Haas F1 Team,False,12,7,-5
1000,2018,Hungarian Grand Prix,12,Kevin Magnussen,Haas F1 Team,False,9,7,-2
1014,2019,Spanish Grand Prix,5,Kevin Magnussen,Haas F1 Team,False,8,7,-1
970,2017,Chinese Grand Prix,2,Kevin Magnussen,Haas F1 Team,False,12,8,-4
984,2017,Japanese Grand Prix,16,Kevin Magnussen,Haas F1 Team,False,12,8,-4
986,2017,Mexican Grand Prix,18,Kevin Magnussen,Haas F1 Team,False,14,8,-6
1001,2018,Belgian Grand Prix,13,Kevin Magnussen,Haas F1 Team,False,9,8,-1
1004,2018,Russian Grand Prix,16,Kevin Magnussen,Haas F1 Team,False,5,8,3
1020,2019,German Grand Prix,11,Kevin Magnussen,Haas F1 Team,False,12,8,-4
998,2018,British Grand Prix,10,Kevin Magnussen,Haas F1 Team,False,7,9,2
1008,2018,Brazilian Grand Prix,20,Kevin Magnussen,Haas F1 Team,False,10,9,-1
1025,2019,Russian Grand Prix,16,Kevin Magnussen,Haas F1 Team,False,13,9,-4
952,2016,Spanish Grand Prix,5,Esteban Gutiérrez,Haas F1 Team,False,16,11,-5
953,2016,Monaco Grand Prix,6,Esteban Gutiérrez,Haas F1 Team,False,12,11,-1
956,2016,Austrian Grand Prix,9,Esteban Gutiérrez,Haas F1 Team,False,11,11,0
959,2016,German Grand Prix,12,Esteban Gutiérrez,Haas F1 Team,False,11,11,0
962,2016,Singapore Grand Prix,15,Esteban Gutiérrez,Haas F1 Team,False,13,11,-2
960,2016,Belgian Grand Prix,13,Esteban Gutiérrez,Haas F1 Team,False,18,12,-6
968,2016,Abu Dhabi Grand Prix,21,Esteban Gutiérrez,Haas F1 Team,False,13,12,-1
954,2016,Canadian Grand Prix,7,Esteban Gutiérrez,Haas F1 Team,False,13,13,0
958,2016,Hungarian Grand Prix,11,Esteban Gutiérrez,Haas F1 Team,False,15,13,-2
961,2016,Italian Grand Prix,14,Esteban Gutiérrez,Haas F1 Team,False,10,13,3
950,2016,Chinese Grand Prix,3,Esteban Gutiérrez,Haas F1 Team,False,18,14,-4
955,2016,European Grand Prix,8,Esteban Gutiérrez,Haas F1 Team,False,14,16,2
957,2016,British Grand Prix,10,Esteban Gutiérrez,Haas F1 Team,False,14,16,2
951,2016,Russian Grand Prix,4,Esteban Gutiérrez,Haas F1 Team,False,16,17,1
966,2016,Mexican Grand Prix,19,Esteban Gutiérrez,Haas F1 Team,False,17,19,2
964,2016,Japanese Grand Prix,17,Esteban Gutiérrez,Haas F1 Team,False,10,20,10
958,2016,Hungarian Grand Prix,11,Nico Hülkenberg,Force India,False,9,10,1
961,2016,Italian Grand Prix,14,Nico Hülkenberg,Force India,False,9,10,1
987,2017,Brazilian Grand Prix,19,Nico Hülkenberg,Renault,False,7,10,3
1003,2018,Singapore Grand Prix,15,Nico Hülkenberg,Renault,False,10,10,0
1019,2019,British Grand Prix,10,Nico Hülkenberg,Renault,False,10,10,0
1025,2019,Russian Grand Prix,16,Nico Hülkenberg,Renault,False,6,10,4
1027,2019,Mexican Grand Prix,18,Nico Hülkenberg,Renault,False,12,10,-2
931,2015,Monaco Grand Prix,6,Nico Hülkenberg,Force India,False,11,11,0
969,2017,Australian Grand Prix,1,Nico Hülkenberg,Renault,False,11,11,0
970,2017,Chinese Grand Prix,2,Nico Hülkenberg,Renault,False,7,12,5
1000,2018,Hungarian Grand Prix,12,Nico Hülkenberg,Renault,False,13,12,-1
1004,2018,Russian Grand Prix,16,Nico Hülkenberg,Renault,False,12,12,0
1021,2019,Hungarian Grand Prix,12,Nico Hülkenberg,Renault,False,11,12,1
1030,2019,Abu Dhabi Grand Prix,21,Nico Hülkenberg,Renault,False,9,12,3
929,2015,Bahrain Grand Prix,4,Nico Hülkenberg,Force India,False,8,13,5
977,2017,Austrian Grand Prix,9,Nico Hülkenberg,Renault,False,11,13,2
981,2017,Italian Grand Prix,13,Nico Hülkenberg,Renault,False,14,13,-1
1002,2018,Italian Grand Prix,14,Nico Hülkenberg,Renault,False,20,13,-7
1015,2019,Monaco Grand Prix,6,Nico Hülkenberg,Renault,False,11,13,2
1018,2019,Austrian Grand Prix,9,Nico Hülkenberg,Renault,False,15,13,-2
927,2015,Malaysian Grand Prix,2,Nico Hülkenberg,Force India,False,13,14,1
1013,2019,Azerbaijan Grand Prix,4,Nico Hülkenberg,Renault,False,15,14,-1
930,2015,Spanish Grand Prix,5,Nico Hülkenberg,Force India,False,17,15,-2
949,2016,Bahrain Grand Prix,2,Nico Hülkenberg,Force India,False,8,15,7
950,2016,Chinese Grand Prix,3,Nico Hülkenberg,Force India,False,13,15,2
1029,2019,Brazilian Grand Prix,20,Nico Hülkenberg,Renault,False,13,15,2
983,2017,Malaysian Grand Prix,15,Nico Hülkenberg,Renault,False,8,16,8
979,2017,Hungarian Grand Prix,11,Nico Hülkenberg,Renault,False,12,17,5
956,2016,Austrian Grand Prix,9,Nico Hülkenberg,Force India,False,2,19,17
960,2016,Belgian Grand Prix,13,Nico Hülkenberg,Force India,False,7,4,-3
999,2018,German Grand Prix,11,Nico Hülkenberg,Renault,False,7,5,-2
1023,2019,Italian Grand Prix,14,Nico Hülkenberg,Renault,False,6,5,-1
933,2015,Austrian Grand Prix,8,Nico Hülkenberg,Force India,False,5,6,1
940,2015,Japanese Grand Prix,14,Nico Hülkenberg,Force India,False,13,6,-7
944,2015,Brazilian Grand Prix,18,Nico Hülkenberg,Force India,False,5,6,1
953,2016,Monaco Grand Prix,6,Nico Hülkenberg,Force India,False,5,6,1
973,2017,Spanish Grand Prix,5,Nico Hülkenberg,Renault,False,13,6,-7
978,2017,British Grand Prix,10,Nico Hülkenberg,Renault,False,5,6,1
980,2017,Belgian Grand Prix,12,Nico Hülkenberg,Renault,False,7,6,-1
988,2017,Abu Dhabi Grand Prix,20,Nico Hülkenberg,Renault,False,7,6,-1
990,2018,Bahrain Grand Prix,2,Nico Hülkenberg,Renault,False,7,6,-1
991,2018,Chinese Grand Prix,3,Nico Hülkenberg,Renault,False,7,6,-1
998,2018,British Grand Prix,10,Nico Hülkenberg,Renault,False,11,6,-5
1006,2018,United States Grand Prix,18,Nico Hülkenberg,Renault,False,7,6,-1
1007,2018,Mexican Grand Prix,19,Nico Hülkenberg,Renault,False,7,6,-1
926,2015,Australian Grand Prix,1,Nico Hülkenberg,Force India,False,13,7,-6
934,2015,British Grand Prix,9,Nico Hülkenberg,Force India,False,9,7,-2
938,2015,Italian Grand Prix,12,Nico Hülkenberg,Force India,False,9,7,-2
943,2015,Mexican Grand Prix,17,Nico Hülkenberg,Force India,False,10,7,-3
945,2015,Abu Dhabi Grand Prix,19,Nico Hülkenberg,Force India,False,7,7,0
948,2016,Australian Grand Prix,1,Nico Hülkenberg,Force India,False,10,7,-3
957,2016,British Grand Prix,10,Nico Hülkenberg,Force India,False,8,7,-1
959,2016,German Grand Prix,12,Nico Hülkenberg,Force India,False,8,7,-1
966,2016,Mexican Grand Prix,19,Nico Hülkenberg,Force India,False,5,7,2
967,2016,Brazilian Grand Prix,20,Nico Hülkenberg,Force India,False,8,7,-1
968,2016,Abu Dhabi Grand Prix,21,Nico Hülkenberg,Force India,False,7,7,0
989,2018,Australian Grand Prix,1,Nico Hülkenberg,Renault,False,7,7,0
995,2018,Canadian Grand Prix,7,Nico Hülkenberg,Renault,False,7,7,0
1010,2019,Australian Grand Prix,1,Nico Hülkenberg,Renault,False,11,7,-4
1016,2019,Canadian Grand Prix,7,Nico Hülkenberg,Renault,False,7,7,0
932,2015,Canadian Grand Prix,7,Nico Hülkenberg,Force India,False,7,8,1
954,2016,Canadian Grand Prix,7,Nico Hülkenberg,Force India,False,9,8,-1
963,2016,Malaysian Grand Prix,16,Nico Hülkenberg,Force India,False,8,8,0
964,2016,Japanese Grand Prix,17,Nico Hülkenberg,Force India,False,9,8,-1
972,2017,Russian Grand Prix,4,Nico Hülkenberg,Renault,False,8,8,0
975,2017,Canadian Grand Prix,7,Nico Hülkenberg,Renault,False,10,8,-2
994,2018,Monaco Grand Prix,6,Nico Hülkenberg,Renault,False,11,8,-3
1017,2019,French Grand Prix,8,Nico Hülkenberg,Renault,False,13,8,-5
1022,2019,Belgian Grand Prix,13,Nico Hülkenberg,Renault,False,12,8,-4
955,2016,European Grand Prix,8,Nico Hülkenberg,Force India,False,12,9,-3
971,2017,Bahrain Grand Prix,3,Nico Hülkenberg,Renault,False,7,9,2
996,2018,French Grand Prix,8,Nico Hülkenberg,Renault,False,12,9,-3
1024,2019,Singapore Grand Prix,15,Nico Hülkenberg,Renault,False,8,9,1
1028,2019,United States Grand Prix,19,Nico Hülkenberg,Renault,False,11,9,-2
963,2016,Malaysian Grand Prix,16,Jolyon Palmer,Renault,False,19,10,-9
948,2016,Australian Grand Prix,1,Jolyon Palmer,Renault,False,13,11,-2
974,2017,Monaco Grand Prix,6,Jolyon Palmer,Renault,False,16,11,-5
975,2017,Canadian Grand Prix,7,Jolyon Palmer,Renault,False,15,11,-4
977,2017,Austrian Grand Prix,9,Jolyon Palmer,Renault,False,16,11,-5
956,2016,Austrian Grand Prix,9,Jolyon Palmer,Renault,False,19,12,-7
958,2016,Hungarian Grand Prix,11,Jolyon Palmer,Renault,False,17,12,-5
964,2016,Japanese Grand Prix,17,Jolyon Palmer,Renault,False,16,12,-4
979,2017,Hungarian Grand Prix,11,Jolyon Palmer,Renault,False,10,12,2
984,2017,Japanese Grand Prix,16,Jolyon Palmer,Renault,False,18,12,-6
951,2016,Russian Grand Prix,4,Jolyon Palmer,Renault,False,18,13,-5
952,2016,Spanish Grand Prix,5,Jolyon Palmer,Renault,False,17,13,-4
965,2016,United States Grand Prix,18,Jolyon Palmer,Renault,False,15,13,-2
970,2017,Chinese Grand Prix,2,Jolyon Palmer,Renault,False,20,13,-7
971,2017,Bahrain Grand Prix,3,Jolyon Palmer,Renault,False,10,13,3
980,2017,Belgian Grand Prix,12,Jolyon Palmer,Renault,False,14,13,-1
966,2016,Mexican Grand Prix,19,Jolyon Palmer,Renault,False,21,14,-7
955,2016,European Grand Prix,8,Jolyon Palmer,Renault,False,21,15,-6
960,2016,Belgian Grand Prix,13,Jolyon Palmer,Renault,False,13,15,2
962,2016,Singapore Grand Prix,15,Jolyon Palmer,Renault,False,18,15,-3
973,2017,Spanish Grand Prix,5,Jolyon Palmer,Renault,False,17,15,-2
983,2017,Malaysian Grand Prix,15,Jolyon Palmer,Renault,False,12,15,3
968,2016,Abu Dhabi Grand Prix,21,Jolyon Palmer,Renault,False,15,17,2
959,2016,German Grand Prix,12,Jolyon Palmer,Renault,False,14,19,5
950,2016,Chinese Grand Prix,3,Jolyon Palmer,Renault,False,19,22,3
982,2017,Singapore Grand Prix,14,Jolyon Palmer,Renault,False,11,6,-5
969,2017,Australian Grand Prix,1,Esteban Ocon,Force India,False,13,10,-3
970,2017,Chinese Grand Prix,2,Esteban Ocon,Force India,False,17,10,-7
971,2017,Bahrain Grand Prix,3,Esteban Ocon,Force India,False,14,10,-4
982,2017,Singapore Grand Prix,14,Esteban Ocon,Force India,False,14,10,-4
983,2017,Malaysian Grand Prix,15,Esteban Ocon,Force India,False,6,10,4
990,2018,Bahrain Grand Prix,2,Esteban Ocon,Force India,False,8,10,2
991,2018,Chinese Grand Prix,3,Esteban Ocon,Force India,False,12,11,-1
1007,2018,Mexican Grand Prix,19,Esteban Ocon,Force India,False,11,11,0
974,2017,Monaco Grand Prix,6,Esteban Ocon,Force India,False,15,12,-3
989,2018,Australian Grand Prix,1,Esteban Ocon,Force India,False,14,12,-2
1000,2018,Hungarian Grand Prix,12,Esteban Ocon,Force India,False,18,13,-5
1008,2018,Brazilian Grand Prix,20,Esteban Ocon,Force India,False,18,15,-3
973,2017,Spanish Grand Prix,5,Esteban Ocon,Force India,False,10,5,-5
986,2017,Mexican Grand Prix,18,Esteban Ocon,Force India,False,6,5,-1
975,2017,Canadian Grand Prix,7,Esteban Ocon,Force India,False,9,6,-3
976,2017,Azerbaijan Grand Prix,8,Esteban Ocon,Force India,False,7,6,-1
981,2017,Italian Grand Prix,13,Esteban Ocon,Force India,False,3,6,3
984,2017,Japanese Grand Prix,16,Esteban Ocon,Force India,False,5,6,1
985,2017,United States Grand Prix,17,Esteban Ocon,Force India,False,6,6,0
994,2018,Monaco Grand Prix,6,Esteban Ocon,Force India,False,6,6,0
997,2018,Austrian Grand Prix,9,Esteban Ocon,Force India,False,11,6,-5
1001,2018,Belgian Grand Prix,13,Esteban Ocon,Force India,False,3,6,3
1002,2018,Italian Grand Prix,14,Esteban Ocon,Force India,False,8,6,-2
972,2017,Russian Grand Prix,4,Esteban Ocon,Force India,False,10,7,-3
998,2018,British Grand Prix,10,Esteban Ocon,Force India,False,10,7,-3
977,2017,Austrian Grand Prix,9,Esteban Ocon,Force India,False,9,8,-1
978,2017,British Grand Prix,10,Esteban Ocon,Force India,False,7,8,1
988,2017,Abu Dhabi Grand Prix,20,Esteban Ocon,Force India,False,9,8,-1
999,2018,German Grand Prix,11,Esteban Ocon,Force India,False,15,8,-7
979,2017,Hungarian Grand Prix,11,Esteban Ocon,Force India,False,11,9,-2
980,2017,Belgian Grand Prix,12,Esteban Ocon,Force India,False,9,9,0
995,2018,Canadian Grand Prix,7,Esteban Ocon,Force India,False,8,9,1
1004,2018,Russian Grand Prix,16,Esteban Ocon,Force India,False,6,9,3
1005,2018,Japanese Grand Prix,17,Esteban Ocon,Force India,False,11,9,-2
1002,2018,Italian Grand Prix,14,Sergey Sirotkin,Williams,True,12,10,-2
1001,2018,Belgian Grand Prix,13,Sergey Sirotkin,Williams,True,16,12,-4
997,2018,Austrian Grand Prix,9,Sergey Sirotkin,Williams,True,17,13,-4
1006,2018,United States Grand Prix,18,Sergey Sirotkin,Williams,True,14,13,-1
1007,2018,Mexican Grand Prix,19,Sergey Sirotkin,Williams,True,19,13,-6
993,2018,Spanish Grand Prix,5,Sergey Sirotkin,Williams,True,19,14,-5
998,2018,British Grand Prix,10,Sergey Sirotkin,Williams,True,18,14,-4
990,2018,Bahrain Grand Prix,2,Sergey Sirotkin,Williams,True,18,15,-3
991,2018,Chinese Grand Prix,3,Sergey Sirotkin,Williams,True,16,15,-1
996,2018,French Grand Prix,8,Sergey Sirotkin,Williams,True,18,15,-3
1009,2018,Abu Dhabi Grand Prix,21,Sergey Sirotkin,Williams,True,19,15,-4
994,2018,Monaco Grand Prix,6,Sergey Sirotkin,Williams,True,13,16,3
1000,2018,Hungarian Grand Prix,12,Sergey Sirotkin,Williams,True,20,16,-4
1005,2018,Japanese Grand Prix,17,Sergey Sirotkin,Williams,True,17,16,-1
1008,2018,Brazilian Grand Prix,20,Sergey Sirotkin,Williams,True,14,16,2
995,2018,Canadian Grand Prix,7,Sergey Sirotkin,Williams,True,18,17,-1
1004,2018,Russian Grand Prix,16,Sergey Sirotkin,Williams,True,13,18,5
1003,2018,Singapore Grand Prix,15,Sergey Sirotkin,Williams,True,19,19,0
989,2018,Australian Grand Prix,1,Carlos Sainz,Renault,False,9,10,1
994,2018,Monaco Grand Prix,6,Carlos Sainz,Renault,False,8,10,2
1005,2018,Japanese Grand Prix,17,Carlos Sainz,Renault,False,13,10,-3
987,2017,Brazilian Grand Prix,19,Carlos Sainz,Renault,False,8,11,3
990,2018,Bahrain Grand Prix,2,Carlos Sainz,Renault,False,10,11,1
1001,2018,Belgian Grand Prix,13,Carlos Sainz,Renault,False,14,11,-3
997,2018,Austrian Grand Prix,9,Carlos Sainz,Renault,False,9,12,3
999,2018,German Grand Prix,11,Carlos Sainz,Renault,False,8,12,4
1008,2018,Brazilian Grand Prix,20,Carlos Sainz,Renault,False,15,12,-3
1004,2018,Russian Grand Prix,16,Carlos Sainz,Renault,False,11,17,6
992,2018,Azerbaijan Grand Prix,4,Carlos Sainz,Renault,False,9,5,-4
1009,2018,Abu Dhabi Grand Prix,21,Carlos Sainz,Renault,False,11,6,-5
985,2017,United States Grand Prix,17,Carlos Sainz,Renault,False,7,7,0
993,2018,Spanish Grand Prix,5,Carlos Sainz,Renault,False,9,7,-2
1006,2018,United States Grand Prix,18,Carlos Sainz,Renault,False,11,7,-4
995,2018,Canadian Grand Prix,7,Carlos Sainz,Renault,False,9,8,-1
996,2018,French Grand Prix,8,Carlos Sainz,Renault,False,7,8,1
1002,2018,Italian Grand Prix,14,Carlos Sainz,Renault,False,7,8,1
1003,2018,Singapore Grand Prix,15,Carlos Sainz,Renault,False,12,8,-4
991,2018,Chinese Grand Prix,3,Carlos Sainz,Renault,False,9,9,0
1000,2018,Hungarian Grand Prix,12,Carlos Sainz,Renault,False,5,9,4
950,2016,Chinese Grand Prix,3,Valtteri Bottas,Williams,True,5,10,5
964,2016,Japanese Grand Prix,17,Valtteri Bottas,Williams,True,11,10,-1
967,2016,Brazilian Grand Prix,20,Valtteri Bottas,Williams,True,11,11,0
941,2015,Russian Grand Prix,15,Valtteri Bottas,Williams,True,3,12,9
953,2016,Monaco Grand Prix,6,Valtteri Bottas,Williams,True,10,12,2
936,2015,Hungarian Grand Prix,10,Valtteri Bottas,Williams,True,6,13,7
945,2015,Abu Dhabi Grand Prix,19,Valtteri Bottas,Williams,True,6,13,7
931,2015,Monaco Grand Prix,6,Valtteri Bottas,Williams,True,16,14,-2
957,2016,British Grand Prix,10,Valtteri Bottas,Williams,True,6,14,8
965,2016,United States Grand Prix,18,Valtteri Bottas,Williams,True,8,16,8
932,2015,Canadian Grand Prix,7,Valtteri Bottas,Williams,True,4,3,-1
943,2015,Mexican Grand Prix,17,Valtteri Bottas,Williams,True,6,3,-3
954,2016,Canadian Grand Prix,7,Valtteri Bottas,Williams,True,7,3,-4
929,2015,Bahrain Grand Prix,4,Valtteri Bottas,Williams,True,5,4,-1
930,2015,Spanish Grand Prix,5,Valtteri Bottas,Williams,True,4,4,0
938,2015,Italian Grand Prix,12,Valtteri Bottas,Williams,True,6,4,-2
951,2016,Russian Grand Prix,4,Valtteri Bottas,Williams,True,2,4,2
927,2015,Malaysian Grand Prix,2,Valtteri Bottas,Williams,True,8,5,-3
933,2015,Austrian Grand Prix,8,Valtteri Bottas,Williams,True,6,5,-1
934,2015,British Grand Prix,9,Valtteri Bottas,Williams,True,4,5,1
939,2015,Singapore Grand Prix,13,Valtteri Bottas,Williams,True,7,5,-2
940,2015,Japanese Grand Prix,14,Valtteri Bottas,Williams,True,3,5,2
944,2015,Brazilian Grand Prix,18,Valtteri Bottas,Williams,True,7,5,-2
952,2016,Spanish Grand Prix,5,Valtteri Bottas,Williams,True,7,5,-2
963,2016,Malaysian Grand Prix,16,Valtteri Bottas,Williams,True,11,5,-6
928,2015,Chinese Grand Prix,3,Valtteri Bottas,Williams,True,5,6,1
955,2016,European Grand Prix,8,Valtteri Bottas,Williams,True,8,6,-2
961,2016,Italian Grand Prix,14,Valtteri Bottas,Williams,True,5,6,1
948,2016,Australian Grand Prix,1,Valtteri Bottas,Williams,True,16,8,-8
960,2016,Belgian Grand Prix,13,Valtteri Bottas,Williams,True,8,8,0
966,2016,Mexican Grand Prix,19,Valtteri Bottas,Williams,True,8,8,0
937,2015,Belgian Grand Prix,11,Valtteri Bottas,Williams,True,3,9,6
949,2016,Bahrain Grand Prix,2,Valtteri Bottas,Williams,True,6,9,3
956,2016,Austrian Grand Prix,9,Valtteri Bottas,Williams,True,7,9,2
958,2016,Hungarian Grand Prix,11,Valtteri Bottas,Williams,True,10,9,-1
959,2016,German Grand Prix,12,Valtteri Bottas,Williams,True,7,9,2
