,race_id,gp_year,gp_name,gp_round,driver_name,constructor,constructor_ref,is_williams,start_position,final_position,grid_delta,gained_or_lost,num_places
265,993,2018,Spanish Grand Prix,5,Sergey Sirotkin,Williams,williams,True,19,14,5,gained,5
266,998,2018,British Grand Prix,10,Sergey Sirotkin,Williams,williams,True,18,14,4,gained,4
267,994,2018,Monaco Grand Prix,6,Sergey Sirotkin,Williams,williams,True,13,16,-3,lost,3
268,1000,2018,Hungarian Grand Prix,12,Sergey Sirotkin,Williams,williams,True,20,16,4,gained,4
269,1005,2018,Japanese Grand Prix,17,Sergey Sirotkin,Williams,williams,True,17,16,1,gained,1
270,1008,2018,Brazilian Grand Prix,20,Sergey Sirotkin,Williams,williams,True,14,16,-2,lost,2
271,1003,2018,Singapore Grand Prix,15,Sergey Sirotkin,Williams,williams,True,19,19,0,gained,0
272,994,2018,Monaco Grand Prix,6,Carlos Sainz,Renault,renault,False,8,10,-2,lost,2
273,1005,2018,Japanese Grand Prix,17,Carlos Sainz,Renault,renault,False,13,10,3,gained,3
274,987,2017,Brazilian Grand Prix,19,Carlos Sainz,Renault,renault,False,8,11,-3,lost,3
275,1001,2018,Belgian Grand Prix,13,Carlos Sainz,Renault,renault,False,14,11,3,gained,3
276,997,2018,Austrian Grand Prix,9,Carlos Sainz,Renault,renault,False,9,12,-3,lost,3
277,1008,2018,Brazilian Grand Prix,20,Carlos Sainz,Renault,renault,False,15,12,3,gained,3
278,993,2018,Spanish Grand Prix,5,Carlos Sainz,Renault,renault,False,9,7,2,gained,2
279,1002,2018,Italian Grand Prix,14,Carlos Sainz,Renault,renault,False,7,8,-1,lost,1
280,1003,2018,Singapore Grand Prix,15,Carlos Sainz,Renault,renault,False,12,8,4,gained,4
281,1000,2018,Hungarian Grand Prix,12,Carlos Sainz,Renault,renault,False,5,9,-4,lost,4
282,964,2016,Japanese Grand Prix,17,Valtteri Bottas,Williams,williams,True,11,10,1,gained,1
283,967,2016,Brazilian Grand Prix,20,Valtteri Bottas,Williams,williams,True,11,11,0,gained,0
284,953,2016,Monaco Grand Prix,6,Valtteri Bottas,Williams,williams,True,10,12,-2,lost,2
285,936,2015,Hungarian Grand Prix,10,Valtteri Bottas,Williams,williams,True,6,13,-7,lost,7
286,931,2015,Monaco Grand Prix,6,Valtteri Bottas,Williams,williams,True,16,14,2,gained,2
287,957,2016,British Grand Prix,10,Valtteri Bottas,Williams,williams,True,6,14,-8,lost,8
288,930,2015,Spanish Grand Prix,5,Valtteri Bottas,Williams,williams,True,4,4,0,gained,0
289,938,2015,Italian Grand Prix,12,Valtteri Bottas,Williams,williams,True,6,4,2,gained,2
290,933,2015,Austrian Grand Prix,8,Valtteri Bottas,Williams,williams,True,6,5,1,gained,1
291,934,2015,British Grand Prix,9,Valtteri Bottas,Williams,williams,True,4,5,-1,lost,1
292,939,2015,Singapore Grand Prix,13,Valtteri Bottas,Williams,williams,True,7,5,2,gained,2
293,940,2015,Japanese Grand Prix,14,Valtteri Bottas,Williams,williams,True,3,5,-2,lost,2
294,944,2015,Brazilian Grand Prix,18,Valtteri Bottas,Williams,williams,True,7,5,2,gained,2
295,952,2016,Spanish Grand Prix,5,Valtteri Bottas,Williams,williams,True,7,5,2,gained,2
296,961,2016,Italian Grand Prix,14,Valtteri Bottas,Williams,williams,True,5,6,-1,lost,1
297,960,2016,Belgian Grand Prix,13,Valtteri Bottas,Williams,williams,True,8,8,0,gained,0
298,937,2015,Belgian Grand Prix,11,Valtteri Bottas,Williams,williams,True,3,9,-6,lost,6
299,956,2016,Austrian Grand Prix,9,Valtteri Bottas,Williams,williams,True,7,9,-2,lost,2
300,958,2016,Hungarian Grand Prix,11,Valtteri Bottas,Williams,williams,True,10,9,1,gained,1
